business_name,review_id,rating,text,time_created
The Book Club,Y4zTUfTwVPAgMIl0wYNB8g,4,We came here with the intention to check out the current curation of screen prints made by a friend. We met in the afternoon and the place was nicely busy...,2016-03-04 00:59:43
The Dove,l8xHtL2WR9WOpHNZJppfjA,4,"The dove was a mixture of great beers but inconsistent food. I would surely return for the beers though. 

The beer menu is extensive and has a great many...",2019-12-25 07:51:38
The Dove,SBvEDAkq20rS6Lx4Xdp4FQ,5,"Vegan fish and chips??!! Sign me up!

Trying to immerse myself in the British culture as much as possible on my trip to London, I decided that I wanted to...",2017-05-10 15:57:39
The Dove,2Pc6cQqlawTgJ-J0AKp3xg,4,The Dove was located near to the airbnb we had and needless to say this was the best meal of all of the locations we went to in the surrounding area. For...,2018-03-30 05:45:22
Duck & Waffle Local,zDwueRzn1BnjfBOWD2f30Q,5,"My first review of 2020! I was in Europe for 2 weeks recently, and my meal at Duck & Waffle was one of the best breakfasts of my entire trip! This place...",2020-01-07 01:00:52
Duck & Waffle Local,aWqhvO3lkt8xYCqqyn8mUg,1,This Piccadilly location is now permanently closed. The other location is still open.,2022-08-24 08:42:17
Duck & Waffle Local,3KzztYdpx3mM3fX37YVgeQ,4,"One of the quick and great meals we had in London was at Duck and Waffle, what a great concept?!!

The interior is modern rustic and very inviting, the...",2019-12-30 21:13:54
Wahaca,E6wXe-8KzBFSkYrR4bfY7Q,4,"Loved the vibe of this place. Don't miss the entrance though, it's all downstairs which is exciting. You can't order food at the bar, only drinks which is a...",2019-06-25 12:00:00
Wahaca,2ioauiDSj4XMgss63ySTYA,3,Watched Thomasina Miers journey on Masterchef and was very keen to try her restaurant as her food always looked excellent and we love Mexican food from our...,2023-01-22 10:03:04
Wahaca,MdAMyVFq8uZrNFQSXUWv9Q,1,Please tell me the name of this place is deliberately misspelled. I'm really hoping I'm right about this.,2022-11-04 12:00:39
Cây Tre,qgp2CyCL9kTpZ3Pv3YUQyA,4,"My friend and I were looking for a Vietnamese local restaurant close to our hotel in Old Street, with only a 15 minutes short walk we thought we would give...",2018-01-02 00:01:40
Cây Tre,doVwsuQ97_EfK-B6Tyx1Vg,4,Good food. Loud EDM music for a Sunday morning when I'm there to get my bowl of recovery goodness. I suggest playing music to cater to the customers not the...,2022-03-09 09:52:00
Cây Tre,f47ANnZnBR1e0muDIDcc2g,3,"The Good:
  :: it's a local business
  :: food comes out pretty quickly

The Bad:
  :: none, there's just...

The Ugly:
  :: Pho was weak sauce. blaaaaaaand...",2019-04-21 15:01:05
Barrafina,2xYYB0hQIpeqr6xOmMVZlQ,5,"I came here before a musical and every dish that we ordered was tasty. Price point is reasonable. 

It's fast paced environment and food comes out...",2022-10-18 11:52:39
Barrafina,5NtYWUE_9fAgDS1ZaKJFYQ,4,"I highly recommend Barrafina for the bar seating& open kitchen set up which make for a fun atmosphere even when dining alone.

Since I was alone I only had...",2023-02-03 22:33:36
Barrafina,n0bfDAX-JSOrf-D9cxfH5g,4,"We visited the original SOHO locations previously and this is our first time to the Covant Garden location.  Barrafina serves modern basque country dishes,...",2022-12-18 01:50:48
Kinkao,krUm3oW-VV_28gS75n2LLw,5,"I genuinely loved the food here! And it was pretty reasonable as well! Located at the top of Brick Lane, towards Shoreditch High Street end, it is not a far...",2016-06-16 04:12:49
Kinkao,E_oQH1qU8L0dnDHYPwCAIg,3,"I loved staying in Shoreditch while visiting London because of all of the international cuisine options. I knew there had to be a Korean place nearby, and...",2018-10-11 06:26:49
Kinkao,mNi6yEmgWC3HO0oxuVfc1A,4,It always feels a bit like cheating to have Thai rather than Indian food on Brick Lane but Kinkao never disappoints. The decor is a bit cliché and over the...,2016-08-08 06:54:49
Taylor St Baristas,a329clY84f2SAkFZ4g-eKA,5,"This place quickly became my go-to while I was in London. It was hard to find good coffee out here, so when a co-worker introduced me to Taylor St Baristas,...",2018-09-23 15:32:45
Taylor St Baristas,frxJDWq0QfMtnuCwPKklVA,5,"Found another Jewel in the wharf! Aussie owned (as expected), great coffee, and love the speedy delivery.

A good coffee, without going into taste, crema,...",2016-01-14 03:46:50
Taylor St Baristas,aknderucFCGUbuf9VvBLFQ,4,Quite good coffee place. I had a Cappuccino which I liked but the small size was slightly expensive for the quantity. I also had some toast bred with peanut...,2019-08-23 23:13:18
Hoppers,v-40ROlEl-WGEdpCiswZmw,5,This was one of the best meals I had in London (if not the best). I came on a weekday evening around 7. We didn't have a reservation and were told the wait...,2022-11-10 12:00:47
Hoppers,6SlbwLEyIYkhbAmcpcriFg,5,"My favorite food in London is at Hoppers, which I first discovered 5 years ago on my honeymoon and have been coming back to every time I'm in London. Their...",2022-10-01 16:26:32
Hoppers,EWyXfpod3f043eijtQTlLQ,3,Bone marrow Varuval + Roti 6.21/10- this was good but honestly way too creamy for me and I've come to the conclusion I'm not to keen on bone marrow as I...,2022-07-05 15:59:05
Cinnamon Kitchen,quGHMwgfsWAGNCq8GWArUw,4,"We went here as a large group with children and went for the nice course taster. The food overall was really good particularly the, prawns, chicken and lamb...",2023-01-28 07:17:18
Cinnamon Kitchen,1KYOKyyf2e2OzclguNk5FQ,5,This place was awesome!!  Sat outside and there was a DJ playing and such great ambience.... The food was fantastic... It was Indian food but with a...,2022-10-17 15:35:59
Cinnamon Kitchen,pBtx47VxlUfSgGRLH1r6pQ,4,Was directed to CK by a local co worker. I'll be u honest she really talked it up but although the meal was really good I didn't walk out thinking I'd had...,2022-03-22 14:16:47
Bocca Di Lupo,Nf5R3mmR2WXSEU8A_wC83A,5,"Bocca di lupo is fantastic.  

There is something for everyone here from a lunch special, a theatre special to a fantastic dine in menu! Service is terrific...",2022-11-02 22:24:46
Bocca Di Lupo,eQdcPcQPRGrItk1D75na-Q,5,"Not only is this a great local London Italian restaurant, it is one of the best I have ever been too. In the States or Italy. 

The wait staff is personal...",2022-09-12 19:42:59
Bocca Di Lupo,jBDIWu1ETmPggFhfTfVCaA,4,Solid variety of Italian food choices from all over Italy. My personal favorite was the tagliata - it beats some local steakhouses imo! Great spot for a...,2022-12-16 13:35:44
Ping Pong,olXbaRiwEHAbL-FCZfS8jg,5,"I don't know if you know, but they have happy hour every weekday from 3-6 pm. Half price on selected food and drinks. Tried their spicy vegetable dumplings,...",2021-10-11 06:34:50
Ping Pong,mwT_qLWVF8UylkX4auHsqQ,4,I cannot believe they're good! I found Ping Pong by yelp! They are Chinese foods restaurants in the area still open after 10pm at night. Not many choices...,2019-05-15 06:19:21
Ping Pong,sXASfOJRz1SbrIEyvl6peA,1,"No. Absolutely not. The food was purely horrible and definitely should not be calling itself ""Asian food"" in any way. Honestly, I am not a picky person, and...",2019-01-05 20:34:52
Sông Quê,hy0jIwgSev4c1EtyZehwOg,5,This is the perfect spot for groups of dining alone. The food is authentic and extraordinarily tasty. The atmosphere is electric and you'll have a...,2022-09-18 06:13:51
Sông Quê,Yv9zhGvyHxVjmYfekpz2-Q,4,"Solid Pho here, with my favorite sriracha brand (huy fong!). The pho here is five stars, everything else is alright, so overall a solid four stars. 

Stick...",2022-07-25 08:20:38
Sông Quê,0ydMOPvDLghL5eOljOyTGg,5,"Great place, with authentic vibes. The bun is amazing and service is lovely. Respectful of social distancing rules as well.",2020-09-27 05:19:31
Masters Superfish,8RMH0UR5T4vcRbAvpy_E5Q,5,I was recently in London on vacation.  One of the had to do things was to have fish and chips.  I went to this place it was walking distance from the hotel...,2022-10-21 12:17:39
Masters Superfish,GqpBbxG7tXiH6G17rchPjg,5,"Long story short, my husband and I came here back in November 2016 when we were on a holiday. Today we were searching for your place online but we didn't...",2022-03-10 23:21:43
Masters Superfish,9W_jn1lJdoU_HswXCReRgw,2,Sorry it wasn't as good as it looks. The fish had the skin on so the breading is for naught. The fries were cold and soggy. The best part was the pickle....,2022-04-21 13:16:45
Belgo Centraal,BoTA_hetPJd0_jXEsrV1Og,4,Such a fun place! Walk in and it's dimly lit and has a bar/club type feel. Then they take you downstairs and you're in an underground tavern/open room type...,2018-10-04 11:43:42
Belgo Centraal,nSK1aThkgeCRFQFeAlDHyg,4,Tipsily walked into this restaurant after grabbing a few drinks at the nearby pubs. Bigger than it looks from the outside as the top floor leads into the...,2018-03-15 13:16:50
Belgo Centraal,U8sN3WEAXxVsCRYv6k0YHg,3,We visited Belgo Centraal on a Sunday after we'd been reached out to to come back and try again after a bad experience at another branch late last year. At...,2020-02-25 04:54:20
Bone Daddies,3PQ4WQ-nb5Z0R2Y-wzserg,5,"Had a crave for something soupy so I had decided to search for food. Cut to the chase I was hungry so didn't want to wait for delivery. 

Staffs were very...",2022-08-02 14:53:50
Bone Daddies,EHPDH-K6LeZS-DmAoToPdA,3,"Overall it was an ok take away ramen. I was hoping for something a little more flavor-wise, but it certainly wasn't bad. Maybe forgettable. It is great they...",2022-05-29 01:11:38
Bone Daddies,ZxxIdg_Cc8OMG-2FFFfkeg,3,"I heard great things about Bone Daddies and was really excited to try their ramen...but was pretty disappointed in the taste and flavor. 

We ordered the...",2021-11-08 15:22:04
Lotus,7HXKNKmLjjopnNMA_GNgpA,5,"You aren't assigned a specific waiter so we had (literally) 6 different people checking on us. That was great when we needed anything. 

The food was great....",2017-05-31 02:43:34
Lotus,4l82kPquKNx1BKKpZYsE3A,3,"A large group of us came for dinner and they did a great job accommodating us. Thumbs up to the wait staff!

The food was more hit and miss. The steamed sea...",2019-02-13 05:20:37
Lotus,O6sT8oCl7Rje8Y3vZMwsOA,4,"Only about 7 mins walk from my apt in financial center in London. We had a great Sunday afternoon Din Sum time with friends. 

Quality n authentic Hong Kong...",2016-06-26 13:57:54
Boro Bistro,mBJT76k9XXNUkIaaz6AfyA,5,"The food, drinks and vibe are spot on! Max our server was so pleasant and personable, which made for an awesome dining experience!",2022-07-13 14:47:59
Boro Bistro,nI8aM9BkLk6uHzTUiNU2bg,3,"Who would have guessed that the most pretentious place we ate at in England would be a French restaurant? Listen, I am okay with you judging me and making...",2018-04-01 07:51:53
Boro Bistro,sLbsjIfCmNtEFMl-b0-mPQ,3,"This was a cute little bistro just outside the Borough Market. It has a cute patio with eclectic, random seating (beds, chairs, anything they could find...)...",2018-05-03 20:15:33
Smokestak,fMolY7z4wazsiHc0vxWspw,5,"Fantastic barbecue (coming from an American) in East London.  The atmosphere was crowded and hip. While the food was great, there was also a layer of...",2023-01-22 02:08:34
Smokestak,hPUBd2GsQ4s5KFrvEO3wuA,4,"Solid 4.5 stars!

Delicious food and good service. We came in as a large group after a work event. The order was prearranged and all went smoothly....",2022-09-28 03:27:49
Smokestak,uXfngOo_uRjcBA99NVCCIw,5,This place was great!! Best barbecue in London.  I got the pulled pork sandwich which was one of the best I've ever had. Also got the fries and a house made...,2022-05-09 10:42:26
Abeno,Zb_7pxybrT0ofJ-u5Ca61w,5,"Incredible dining experience. 

Was looking for a place to eat after the matinee at the Royal Opera House. Stumbled across this place and got lucky enough...",2022-09-17 18:06:01
Abeno,5RyRLP_FLHIgGQeYuppKaA,5,Great place to stop by after a visit to British museum. Friendly and smiling staff members. Food was great got the pork okonomiyaki with noodles on top....,2022-12-16 10:23:48
Abeno,EWL7OdAjqMmHz6u150Da8Q,5,Oh my gosh where do I start?! The food was amazing!!! The Okonomi-yaki was cooked right in front of your eyes!!! It's a sight to see and taste. The flavors...,2022-08-02 14:29:20
Coppa Club,yCYjgxv0v0i3zAfv7u-LZA,4,"I finally got to go to these igloos! This has been on my London list forever but there is never enough time or meals.

Pornstar martini (passion fruit...",2022-12-27 19:54:14
Coppa Club,YoJaA0oEwOuQT0Hww6g1jA,5,Visiting London for Thanksgiving and we had Coppa Club for breakfast. We were lucky and got offered to sit in the igloo overlooking the river after someone...,2022-11-24 01:36:22
Coppa Club,c2BS-JU5FkticnySLeg8yQ,3,"Fun place. Great views. Decent service. Reasonable Prices, considering. 

We had a party of 8, including two small children and everyone behaved.",2022-10-11 07:26:45
Curious Yellow Kafé,ORf_FZNI-wr1oEFyPuq81Q,5,"Little gem in Hoxton
Good selection of hot and cold drinks (freshly made)
Great tunes playing (jazzy and dreamy) making for a  cozy atmosphere
Nice place to...",2021-09-28 07:29:46
Curious Yellow Kafé,MVkk1oyr-Gj02uJj05En8g,5,"I have been coming to this cafe since I moved to London and there is a reason why... their beautiful food and special attention.
Among all the food The...",2018-07-28 09:43:07
Curious Yellow Kafé,djrdZXaDVa9aLqpqdzBc5g,5,"If you feel like you've been eating rich foods in London and just want some homey good food and a great coffee, definitely come here. The bagel with smoked...",2019-05-13 02:44:54
Berners Tavern,I0RV70s0vCbb_yU86BSaNA,5,"One of the few places that serve early breakfast. it is part of a high-end hotel, but the breakfast is very reasonably priced....",2022-12-16 18:36:36
Berners Tavern,rwyM5fHG1iHRk2hOSG2xsg,5,An absolutely beautiful room. Outstanding service. The food was great as well. I had the mushroom soup as a starter and if you dig mushrooms this is...,2023-02-14 16:19:53
Berners Tavern,tbeYAd4p3D7J7dArafEo2w,5,"Very well decorated hotel restaurant. They serve you champagne from a cart that travels around the restaurant, and there are paintings along the wall in a...",2023-01-15 06:49:15
Palmers Restaurant,PQjSNfMQfvZee-b72GTNuQ,5,"Outstanding service, accommodated me just as they were closing without hesitation.  I ordered the sea bass and it was a fabulous dish, I also had the...",2021-08-19 10:43:20
Palmers Restaurant,jviR2vEBFByeILWFR-q3rQ,5,"Ok, So I only had a week in London and that meant only 1 Sunday to experience a London Sunday roast.

After a long day of shopping and sightseeing, I wasn't...",2019-03-12 12:11:48
Palmers Restaurant,CAXcCGO5BdNzef_IAxI-5g,5,"What a lovely surprise!! 
Hidden gem in east London
I'd of never thought of going to this restaurant but a friend took me there and I'm so glad he did, food...",2016-03-03 19:09:40
Clos Maggiore,ZFZcZ6RP8HxN3S7mSJvF9g,5,"This was such a fantastic experience, I can not recommend Clos Maggiore enough! We went to celebrate our anniversary here and it is definitely the perfect...",2022-12-14 05:47:07
Clos Maggiore,qu_jT6UsOpj7tetJHeTEVQ,5,"Despite having delays coming in, the people here were so gracious to seat us and make sure we were well cared for here. The food, drinks, and atmosphere are...",2022-09-22 00:27:07
Clos Maggiore,tVCTOit8gRMM2GwsmCnYZg,5,"Clos Maggiore is by far on my favorite spots in London. From the service to the decor and memorable bites, this is a true gem. I would highly suggest...",2022-12-31 06:18:00
Canada Water Cafe,Krr6itMwBAZvU9JrdEWvrA,5,We came to visit London from LA and were told that the food is just awful. But were super surprised to find out super tasty breakfast place with planty of...,2019-01-24 01:58:24
Canada Water Cafe,F8Supn103NyD2GcGgynHZQ,5,"I had a simple but delicious breakfast there with my sister. Nice place, good food and friendly staff. We ordered a pain au chocolat with a cappuccino and...",2016-07-14 11:05:31
Canada Water Cafe,fhcuJyOvNjUwvcriESl2Iw,3,"When this place opened I was very excited because it would be a great addition for this area. However, after coming here for a few times, I have to say I am...",2014-11-06 15:40:37
Rules,N74BfdVG5_zGWQ665LQ2OA,5,Just what you would expect. Traditional British food done well. Attentive but not intrusive service. The Christmas decorations were breath-taking.,2022-12-04 09:45:48
Rules,fc_ihaRawE5b7HMIEPnfwQ,3,"I am disappointed in this place. We booked ahead, took a late booking just to get in. The place is beautiful, the drinks are unique (albeit pricey), and the...",2022-12-17 15:38:33
Rules,mOvQf34NdS5nVi5p3cD32g,1,I've been looking forward to this restaurant and hyped it up so much to my fiancée. Unfortunately this failed has to meet our expectations. I think this...,2022-12-14 12:52:18
Rock & Sole Plaice,2PF-Kb3kcjrFXOVBxMtdYg,5,"The Secret New England Larry's Special Fish sandwich. 
The servers are excited to make this off the menu item for you without any fuss, only if you asked...",2023-02-23 07:42:33
Rock & Sole Plaice,dhRE-YxKyyFnw0YuIsNRHQ,4,"Had came here for dinner on a recent trip to London (Nov 2022), on a Monday evening. I don't recall where I saw this as a recommendation but I had saved...",2022-12-29 14:38:30
Rock & Sole Plaice,NKn93ESV_PdIjqZXFq6j7A,4,We came here 3 days in a row and was finally able to have some fish and chip on the 3rd day.  1st day we came restaurant was closed due to Queen Elizabeth's...,2022-09-21 23:45:13
Galvin La Chapelle,xXOaBB2fYm9l3aEf1IqKtw,5,absolutely loved this place. incredible service and the best food i've ever had. I will definitely be back.,2023-01-05 17:21:23
Galvin La Chapelle,eJw_acmGA7zCEeMf6rpYqg,4,We dined here for a client meeting & it was nice. The ambiance of the restaurant is great. It appears to be inside an old building & is a beautiful...,2023-01-29 08:48:14
Galvin La Chapelle,tD6AekY0iZ8FAW3euIiSBg,4,I would definitely recommend this place for a fine dining. Located in a chapel this restaurant has very unusual interior. The staff is very friendly and...,2023-01-05 05:45:35
Wright Brothers,65HmrzJ6BYyWGcr4DXrSag,5,"This is THE SPOT for simple, delicious seafood. We didn't have a reservation but they were able to seat us immediately on a Friday evening. We ordered...",2018-07-01 18:43:23
Wright Brothers,krevdKqajrlggS5k-nBYgw,4,"I didn't realize that the Wright Brothers are a chain restaurant at first. I started to avoid chain restaurants a while ago, but I didn't even notice it...",2022-03-09 00:32:55
Wright Brothers,_r2ZeZ0LNLFPjRY_8c2g3Q,4,"A friend and I got a platter of raw fresh seafood and some white wines. It was a lovely pairing of food, drink, and conversation.",2022-10-12 22:23:20
YUU Kitchen,p9-3x5mI3_Ysekf96NB-qg,5,I was fortunate enough to be staying three doors down from Yuu Kitchen earlier this month and was able to eat there on five separate occasions.  Every time...,2019-02-25 19:54:58
YUU Kitchen,b__AahahSRxBl9XtgM55vA,4,Trendy Asian fusion restaurant bar in buzzy area. Stopped in around 8:30 on a Friday and it was in full swing. We 4 got high top seats with great views all...,2022-12-21 11:51:45
YUU Kitchen,lwz5pTYkbBFhhC5fjY2qtw,3,Quirky restaurant serving asian tapas. The bao was nice but a bit expensive. The tuna on cracker was delicious but seeing the chef mix the raw tuna in the...,2020-08-16 02:13:40
Noodle Street,hxk9JCxmwuz5dgTBtXdmFQ,5,"Great place with a solid menu, good food and warm service.  

We ordered the beef noodles, cha shao bao, xiao long bao, mango sago and lychee juice.  All...",2023-01-06 11:00:37
Noodle Street,sMuwf4bPQHt7q48Y5KXu2A,3,"As a food joint, it's ok. It won't wow you and you are unlikely to go hey I wana go to noodles street. 

The pho I ordered was not a real pho, but basically...",2017-12-16 01:44:39
Noodle Street,2x1t-wzo5xrqNNo34ZlIYA,4,I've been coming here for years  I think the food is generally tasty and they have such an extensive menu. Among my favourites are the XO noodles and the...,2018-10-20 18:30:20
Crate Brewery,ZDvFCD9XgLs3bod0fuR3tA,5,Every pizza we got was awesome and filling. We ordered the sauce with our last round and it gave the pizzas a little more flavor. We're definitely coming back.,2022-09-01 02:12:02
Crate Brewery,QBu5IAoS0NCD-SLwUU9Agw,5,"We went to the crate with two kids, late in the evening on a Saturday.  The place was packed, but the really nice security guards let us know we could sit...",2021-11-20 14:16:19
Crate Brewery,ylGoE4Up1L1yg_eEVxjY-Q,5,"Popped by here last Sunday and found the industrial environment buzzing. Cavernous space, cool music playing (synthie-nu wave stuff) and intriguing pizza...",2019-08-15 23:05:22
Smoking Goat,vfA-qZoUUouHwpl28hVTAw,5,"Great vibe! Fun crowd! Noisy, high energy restaurant with an incredibly creative menu of small plates (with a few larger ones thrown in). I'd recommend the...",2022-12-12 00:46:01
Smoking Goat,X-UjPNze1dqtRcvtfpVGSw,4,Came here on a recommendation and wasn't disappointed. This place is like a thai/lao tapas place so be prepared to order many dishes for the table to share....,2023-02-08 07:10:21
Smoking Goat,I5DzlOQ8OmusEUji-G1CJw,4,Cozy and cute spot for delicious eats and cocktails. Minus one star for repeated reminders to vacate table within 10mins. I get the place is popular with...,2022-10-01 15:06:41
Bodean's,z_0pnzzAu_rRxtuF3GmqkQ,4,"Pre-COVID review:

We needed a place to eat and the wait for Flat Iron was too long. Thanks to Yelp, we found Bodean's and we also found that Bodean's has...",2021-05-01 09:15:03
Bodean's,wBvTFiKxmGk947U07FtpVg,3,"Walked by and the menu made me drool. Made reservation for the same evening. 
The staff was very lovely! Hawaiian Punch was yummy. The food was just ok. The...",2021-08-21 15:57:07
Bodean's,X2AmqXju96Bm_fHcc_Zwfg,3,"Pretty mediocre Texas style BBQ, especially if you've had a chance to try the real deal. It'll get the job done to satisfy those meat cravings, but don't...",2020-01-20 13:25:26
Blacklock,-SM-4wHhuCQdl3t7iYIrLw,5,"Very solid Sunday roast. Went with the all-in, which included lamb, pork and beef. Lamb was the highlight for me, though the drackling with the pork was...",2023-01-24 11:52:36
Blacklock,2jBKP1kVBMOLWzw0qeCXfg,5,I am so impressed.  I didn't go for Sunday roast but I can't imagine why they wouldn't crush it for all the Brits.  We were a table of 6 and needed a lot of...,2022-03-13 09:58:30
Blacklock,9P0Kl_hert2wuZwz8bfANg,5,"absolutely meat lovers' heaven!!
Love Blacklock's pig-head toast, white chocolate cheesecake, lamb chops, and pork belly bun",2021-11-25 06:35:10
Typing Room,Y-4o7eQGj7cnpRVUeZvz6g,5,Expensive but worth every pound! I love the open kitchen where you can watch the precision of each chef. Dishes are beautifully crafted while you enjoy the...,2015-07-30 14:29:43
Typing Room,yrPtRE_glMypdwa_qv52OA,5,"After two, ohmygodthisisthebestmealever, experiences at the Corner Room in Bethnal Green Town Hall - I literally had 0 expectations for the Typing Room. I...",2014-12-19 12:39:02
Typing Room,zjO3jl_0AVo5RMbRM6k8uw,5,"The Typing Room stubbornly topped my list of restaurants to visit since it opened in 2014. Highly esteemed by critics, it has been awarded three Rosettes...",2015-07-29 07:34:43
The Jones Family Project,e1UxoxeED43MCjqCyfcQKg,4,"F I N A L L Y, An eatery in London that has actual background music. No screaming at your friends in here, just good food & good times.

Met my crew on this...",2015-01-31 11:08:55
The Jones Family Project,MBmdBHd8pb52HQe2OuY_CQ,4,"Went for lunch with girlfriends and had a great experience. 

We ordered the fried squid to share as a starter, and I ordered the Sunday roast for main. The...",2016-11-13 08:49:56
The Jones Family Project,iGhepQdowgaxukscOOOW5Q,4,"They have a potato menu. I should probably just stop there. What else do you need to know, right?

I came for dinner at the Jones Family Project with a...",2014-03-30 21:42:58
Where the Pancakes are,9TQOh9By162QeFQJ7eQ8ZQ,5,Was on a work trip to London and we were staying in the neighborhood. Passed by it on our first day there and went there the next day for breakfast. It was...,2022-12-10 13:11:02
Where the Pancakes are,8h9X7ru2dgLkm7dSlF8vXA,3,Cool little spot under the bridge in the Waterloo area. We wanted breakfast at 1 in the afternoon and this is what we found. We were sat quickly but took...,2022-12-30 07:09:12
Where the Pancakes are,6pay-PQEDXzm-CaVXg5FPg,1,"Not one of the people at our table received their correct order.  Half of the dishes were served, the other half arrived after the first were done eating....",2023-02-20 02:36:32
Flat Iron,6uwslN3_3WpjOsFs9ItZIw,5,"We ate here after seeing Come From Away. Great choice. Very nice steak for each of us. We shared salad and creamed spinach. I had a glass of Malbec,  really...",2022-11-10 16:01:42
Flat Iron,CW-EJjOUDW3GCYJDFD8p0A,5,Went to flat iron the other night and had an unbelievable time. The food was amazing but I really loved being welcomed in by a very lovely lady who gave us...,2022-11-11 05:31:04
Flat Iron,IXGzOQhhEDqXncnI0mfKUA,5,So we came to this place as the Soho location was an hour and 15 minute wait. We overheard a couple of local girls conversing and said they were going to a...,2022-10-16 21:37:17
Bageriet,MdNY2xAimO-UlrjTO-lXZg,5,Swedish style. Nice dessert. They got so many kinds of cakes which suit everybody's taste,2022-09-01 09:32:08
Bageriet,X33CQFEB06mgYKhMP-oJIw,4,"Good pastries, wonderful staff. Would surely go back for another slice of Princess cake",2023-01-29 16:08:49
Bageriet,oYNt87_RVSoNwaceGgXoZg,5,"Bageriet is a charming hole-in-the-wall Swedish bakery tucked into an alleyway in Covent Garden.

Walking by, you'll be enticed by the delightful...",2022-01-07 11:59:24
Chez Elles,bG6z5qF4BvYL-Rx0pLFDFg,5,"Oh yes, Chez Elles is doing it so right in the district of souk merchant-wannabe restaurant owners who are trying to lure you in to their businesses until...",2015-12-30 03:39:15
Chez Elles,zfgoEAuI6A-uPb03vsVdgw,3,"I was hoping for a much better meal based on the Google reviews for this place. 

It's a small French bistro in Spitalfields. The staff are friendly and...",2017-08-30 12:11:38
Chez Elles,WsD81dl-hGrxjpQr_8JXlw,4,"No much expectation at the begging. After a long Morning in the market. choose this restaurant for lunch at 2PM 6/2. 

Apettizer is normal. One main course...",2017-06-03 12:38:10
Rosa's Spitalfields,rWIbTNXCxTRreWOAuCMH7g,5,"Really surprised with some of these lukewarm reviews because as an avid Thai fan, I LOVE this place!! 

Ok, maybe I just really really like corn and their...",2020-11-12 09:26:06
Rosa's Spitalfields,1NpLZZs3oc3aW83K0ry5iA,1,"Ordered the following:
Pad Thai- it did not taste authentic; needed more tamarind, color was dark not reddish.
Penang curry-my husband/son said that it was...",2019-12-28 13:19:51
Rosa's Spitalfields,2ASaHHSmZl9ClpDhVLPwig,4,"My first visit to Rosa's was a very nice dinner.  Roses is a very small restaurant, with seating for about 25 in the Spitalfields area.  Service is done as...",2020-03-15 20:03:02
Caravan Kings Cross,xxHgEHpYoQdktWYErk_KXg,5,Had dinner here....but this is a review on BF. After eating here once we went back 3 more times it was so good. Always had the fruit bowl which was the best...,2022-09-15 01:05:25
Caravan Kings Cross,GQUHWCsxadmMo-gCy72OoQ,4,"Caravan Kings Cross is a trendy restaurant / coffee shop / bar three-way cross nested a few blocks north of King's Cross. 

The atmosphere is casual with...",2022-11-07 06:54:10
Caravan Kings Cross,0cL-YzigH73w3IQf8AuBDg,5,"We had a lovely breakfast here on a weekday morning. We chose to sit outside and enjoyed their heaters and blankets at each table.

For coffee, we tried...",2021-11-14 02:17:15
Bob Bob Ricard,e5d18SgD1F6NKuSs-usk4A,5,"When I was planning my trip to London, my research lead me to Bob Bob Ricard, which was a Ton of style, and the substance to back it up. So I made my...",2023-01-16 07:01:51
Bob Bob Ricard,e2IOTKEtRqEPahVXvFzUeA,4,"Bob Bob Ricard was recommended to us by a friend. He advised us to get the Beef Wellington, which is what we really came for, but I had no idea I was going...",2023-01-10 14:42:35
Bob Bob Ricard,K4--KOLD-oYDS1Y-XFcIEQ,5,Love what's going on here and this was our favorite meal while in London. Bob Bob Ricard has a funny story for why it is named as such. Apparently it has to...,2023-01-05 10:30:15
Dulce Cafe,7yt5hXSXOR4KY8Gk1awy8Q,5,"Small yet cosy place next to Aldgate/Aldgate east tube stations. It was pretty busy on Sunday late morning, which is usually a good sign. Luckily, they have...",2022-10-01 01:28:42
Dulce Cafe,pWBoFcRGUGN3jip37vIr2Q,5,"Me and a group of friends randomly stopped in here one morning for brunch. The omelet was excellent, the coffee was good, and the star of the show was the...",2022-06-20 08:29:47
Dulce Cafe,V5BdE-Z2Zn-_Y0HnKVlvRg,5,"We discovered Dulce Cafe by accident as we were walking by on our first night in London, as we stayed at the Clayton across the street. We came over and had...",2019-06-29 17:47:06
Bill's,JvV4jaMqk9A9KK4zczZE_g,5,My girlfriend and I had 20 hours in London before our final flight back home and on this trip we got 2 meals in. One of them was breakfast here at Bills and...,2022-10-16 06:13:37
Bill's,lyiLjuw78gMp6S91yyrQhw,3,1st time here and it was very busy but hostess sat us down quickly even though we didn't have reservations. Food was good but waiter we had was terrible....,2023-02-09 05:02:46
Bill's,jaHWNN3oQs7RruxAG-2uog,4,Bill's in Soho has an absolutely incredible ambiance and decor of elclectic fabrics and wood. The walls are smattered with paintings of game birds and...,2022-06-10 12:58:59
Tramshed,36v1UocpLOBLT8LIvL3dcA,4,We came in with a group of eight and were delighted by both the food and the service. Place is a little tight and if you're not into some loud decorations...,2017-08-02 23:00:09
Tramshed,FR3qM9diJlVOh-Ov4FWErg,4,"Hype about the artwork? I get it, all themed, the huge piece of ""Cow and chicken"" the nutty, 90s? cartoon network show, I don't get so much, but sitting...",2016-07-24 04:28:13
Tramshed,Dvo5F8q90ieKLMlB8DJjAQ,3,"There's a real full-sized cow, with a rooster on its back, suspended above the dining room. If this is what you're looking for in a dining experience, then...",2017-05-10 17:12:14
